stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,platform_code,parent_station
64_01,,鉄,,34.69354,134.011327,64_01,http://unobus.bustei.net/b.htm?T=0064,0,,
64_05,,鉄,,34.693388,134.011257,64_05,http://unobus.bustei.net/b.htm?T=0064,0,,
66_01,,北方,,34.696752,134.01678,66_01,http://unobus.bustei.net/b.htm?T=0066,0,,
66_05,,北方,,34.696655,134.016791,66_05,http://unobus.bustei.net/b.htm?T=0066,0,,
68_01,,中尾,,34.699237,134.021662142857,68_01,http://unobus.bustei.net/b.htm?T=0068,0,,
68_05,,中尾,,34.69927,134.022042,68_05,http://unobus.bustei.net/b.htm?T=0068,0,,
70_01,,沼西,,34.700525,134.025416,70_01,http://unobus.bustei.net/b.htm?T=0070,0,,
70_05,,沼西,,34.701082,134.02756,70_05,http://unobus.bustei.net/b.htm?T=0070,0,,
72_01,,沼,,34.70249,134.031424714286,72_01,http://unobus.bustei.net/b.htm?T=0072,0,,
72_05,,沼,,34.702606,134.032115142857,72_05,http://unobus.bustei.net/b.htm?T=0072,0,,
74_01,,浮田校口,,34.703186,134.035254571429,74_01,http://unobus.bustei.net/b.htm?T=0074,0,,
74_05,,浮田校口,,34.703139,134.034930714286,74_05,http://unobus.bustei.net/b.htm?T=0074,0,,
76_01,,八ツ塚,,34.702968,134.038522,76_01,http://unobus.bustei.net/b.htm?T=0076,0,,
76_05,,八ツ塚,,34.702949,134.037972714286,76_05,http://unobus.bustei.net/b.htm?T=0076,0,,
78_01,,赤坂,,34.703363,134.043031714286,78_01,http://unobus.bustei.net/b.htm?T=0078,0,,
78_05,,赤坂,,34.703174,134.042915,78_05,http://unobus.bustei.net/b.htm?T=0078,0,,
80_01,,南古都,,34.705336,134.047338,80_01,http://unobus.bustei.net/b.htm?T=0080,0,,
80_05,,南古都,,34.705375,134.047668,80_05,http://unobus.bustei.net/b.htm?T=0080,0,,
82_01,,平島,,34.706103,134.051764428571,82_01,http://unobus.bustei.net/b.htm?T=0082,0,,
82_05,,平島,,34.706031,134.051700714286,82_05,http://unobus.bustei.net/b.htm?T=0082,0,,
84_01,,矢井,,34.7053310000001,134.060956571429,84_01,http://unobus.bustei.net/b.htm?T=0084,0,,
84_05,,矢井,,34.70524,134.061247,84_05,http://unobus.bustei.net/b.htm?T=0084,0,,
86_01,,山の端,,34.705277,134.066860428571,86_01,http://unobus.bustei.net/b.htm?T=0086,0,,
86_05,,山の端,,34.705111,134.066267,86_05,http://unobus.bustei.net/b.htm?T=0086,0,,
88_01,,浅川,,34.706634,134.071712428571,88_01,http://unobus.bustei.net/b.htm?T=0088,0,,
88_05,,浅川,,34.706436,134.072111,88_05,http://unobus.bustei.net/b.htm?T=0088,0,,
90_01,,新町,,34.708275,134.078135285714,90_01,http://unobus.bustei.net/b.htm?T=0090,0,,
90_05,,新町,,34.70838,134.078669,90_05,http://unobus.bustei.net/b.htm?T=0090,0,,
92_01,,一日市,,34.710165,134.08254,92_01,http://unobus.bustei.net/b.htm?T=0092,0,,
92_05,,一日市,,34.709839,134.082028,92_05,http://unobus.bustei.net/b.htm?T=0092,0,,
94_01,,吉井,,34.714388,134.089117428571,94_01,http://unobus.bustei.net/b.htm?T=0094,0,,
94_05,,吉井,,34.714576,134.08975,94_05,http://unobus.bustei.net/b.htm?T=0094,0,,
96_01,,八日市,,34.714869,134.096177,96_01,http://unobus.bustei.net/b.htm?T=0096,0,,
96_05,,八日市,,34.714759,134.096236,96_05,http://unobus.bustei.net/b.htm?T=0096,0,,
96_09,,八日市,,34.7150198814633,134.096419571225,96_09,http://unobus.bustei.net/b.htm?T=0096,0,,
98_01,,天王,,34.721411,134.101503,98_01,http://unobus.bustei.net/b.htm?T=0098,0,,
98_05,,天王,,34.721342,134.101631,98_05,http://unobus.bustei.net/b.htm?T=0098,0,,
100_01,,船山,,34.7263176666667,134.108968571429,100_01,http://unobus.bustei.net/b.htm?T=0100,0,,
100_05,,船山,,34.725966,134.107991,100_05,http://unobus.bustei.net/b.htm?T=0100,0,,
102_01,,二ノ樋,,34.7271053333333,134.112335952381,102_01,http://unobus.bustei.net/b.htm?T=0102,0,,
102_05,,二ノ樋,,34.726715,134.110987,102_05,http://unobus.bustei.net/b.htm?T=0102,0,,
104_01,,香登駅前,,34.728838,134.11987,104_01,http://unobus.bustei.net/b.htm?T=0104,0,,
104_05,,香登駅前,,34.728525,134.118878,104_05,http://unobus.bustei.net/b.htm?T=0104,0,,
106_01,,香登東,,34.729914,134.124455,106_01,http://unobus.bustei.net/b.htm?T=0106,0,,
106_05,,香登東,,34.729874,134.124728,106_05,http://unobus.bustei.net/b.htm?T=0106,0,,
108_01,,大内,,34.733021,134.134622714286,108_01,http://unobus.bustei.net/b.htm?T=0108,0,,
108_05,,大内,,34.732737,134.134115,108_05,http://unobus.bustei.net/b.htm?T=0108,0,,
110_01,,池灘,,34.735238,134.141125857143,110_01,http://unobus.bustei.net/b.htm?T=0110,0,,
110_05,,池灘,,34.734598,134.139671,110_05,http://unobus.bustei.net/b.htm?T=0110,0,,
112_01,,備前病院前,,34.7384,134.156262571429,112_01,http://unobus.bustei.net/b.htm?T=0112,0,,
112_05,,備前病院前,,34.738239,134.15559,112_05,http://unobus.bustei.net/b.htm?T=0112,0,,
114_01,,伊部駅前,,34.739046,134.160041285714,114_01,http://unobus.bustei.net/b.htm?T=0114,0,,
114_05,,伊部駅前,,34.738852,134.16005,114_05,http://unobus.bustei.net/b.htm?T=0114,0,,
116_01,,東伊部,,34.739661,134.162894,116_01,http://unobus.bustei.net/b.htm?T=0116,0,,
116_05,,東伊部,,34.739758,134.163755,116_05,http://unobus.bustei.net/b.htm?T=0116,0,,
118_01,,田井山,,34.738308,134.168295,118_01,http://unobus.bustei.net/b.htm?T=0118,0,,
118_05,,田井山,,34.738363,134.168161,118_05,http://unobus.bustei.net/b.htm?T=0118,0,,
120_01,,岸本橋,,34.73488,134.174247857143,120_01,http://unobus.bustei.net/b.htm?T=0120,0,,
120_05,,岸本橋,,34.734675,134.172978,120_05,http://unobus.bustei.net/b.htm?T=0120,0,,
122_01,,浦伊部,,34.736569,134.177799857143,122_01,http://unobus.bustei.net/b.htm?T=0122,0,,
122_05,,浦伊部,,34.735916,134.17701,122_05,http://unobus.bustei.net/b.htm?T=0122,0,,
124_01,,恵美須前,,34.739014,134.179696285714,124_01,http://unobus.bustei.net/b.htm?T=0124,0,,
124_05,,恵美須前,,34.739234,134.180016,124_05,http://unobus.bustei.net/b.htm?T=0124,0,,
126_05,,片上,,34.742623,134.184238,126_05,http://unobus.bustei.net/b.htm?T=0126,0,,
126_09,,片上,,34.7426328535725,134.184183155234,126_09,http://unobus.bustei.net/b.htm?T=0126,0,,
192_01,,長岡南,,34.681099,133.988902,192_01,http://unobus.bustei.net/b.htm?T=0192,0,,
192_05,,長岡南,,34.68126,133.988923,192_05,http://unobus.bustei.net/b.htm?T=0192,0,,
194_01,,長岡中央,,34.683322,133.987727142857,194_01,http://unobus.bustei.net/b.htm?T=0194,0,,
194_05,,長岡中央,,34.682513,133.987978,194_05,http://unobus.bustei.net/b.htm?T=0194,0,,
196_05,,長岡・駅前,,34.685301,133.988069,196_05,http://unobus.bustei.net/b.htm?T=0196,0,,
196_09,,長岡・駅前,,34.6853135540232,133.988059682198,196_09,http://unobus.bustei.net/b.htm?T=0196,0,,
200_02,,藤原,,34.674572,133.958288285714,200_02,http://unobus.bustei.net/b.htm?T=0200,0,,
200_05,,藤原,,34.674144,133.958351,200_05,http://unobus.bustei.net/b.htm?T=0200,0,,
202_02,,藤原西町,,34.676327,133.958484714286,202_02,http://unobus.bustei.net/b.htm?T=0202,0,,
202_05,,藤原西町,,34.67637,133.958627,202_05,http://unobus.bustei.net/b.htm?T=0202,0,,
204_02,,赤田,,34.678161,133.958664428571,204_02,http://unobus.bustei.net/b.htm?T=0204,0,,
204_05,,赤田,,34.677594,133.958745,204_05,http://unobus.bustei.net/b.htm?T=0204,0,,
206_02,,清水,,34.680589,133.958878,206_02,http://unobus.bustei.net/b.htm?T=0206,0,,
206_05,,清水,,34.680114,133.958975,206_05,http://unobus.bustei.net/b.htm?T=0206,0,,
208_02,,中井,,34.686686,133.958654,208_02,http://unobus.bustei.net/b.htm?T=0208,0,,
208_05,,中井,,34.68678,133.958809,208_05,http://unobus.bustei.net/b.htm?T=0208,0,,
210_02,,中井北,,34.688826,133.958538,210_02,http://unobus.bustei.net/b.htm?T=0210,0,,
210_05,,中井北,,34.688751,133.958726,210_05,http://unobus.bustei.net/b.htm?T=0210,0,,
212_02,,国府市場西,,34.690757,133.958503285714,212_02,http://unobus.bustei.net/b.htm?T=0212,0,,
212_05,,国府市場西,,34.690577,133.958583571429,212_05,http://unobus.bustei.net/b.htm?T=0212,0,,
214_02,,国府市場,,34.691619,133.961582428571,214_02,http://unobus.bustei.net/b.htm?T=0214,0,,
214_05,,国府市場,,34.69151,133.960173,214_05,http://unobus.bustei.net/b.htm?T=0214,0,,
216_02,,賞田,,34.693846,133.96171,216_02,http://unobus.bustei.net/b.htm?T=0216,0,,
216_05,,賞田,,34.69383,133.961815,216_05,http://unobus.bustei.net/b.htm?T=0216,0,,
218_02,,賞田上,,34.696007,133.961595285714,218_02,http://unobus.bustei.net/b.htm?T=0218,0,,
218_05,,賞田上,,34.695582,133.961709714286,218_05,http://unobus.bustei.net/b.htm?T=0218,0,,
220_02,,脇田,,34.69709,133.961555,220_02,http://unobus.bustei.net/b.htm?T=0220,0,,
220_05,,脇田,,34.69706,133.961606428571,220_05,http://unobus.bustei.net/b.htm?T=0220,0,,
222_02,,浄土寺前,,34.697447,133.965490714286,222_02,http://unobus.bustei.net/b.htm?T=0222,0,,
222_05,,浄土寺前,,34.697407,133.965445,222_05,http://unobus.bustei.net/b.htm?T=0222,0,,
224_02,,公会堂前,,34.697193,133.96858,224_02,http://unobus.bustei.net/b.htm?T=0224,0,,
224_05,,公会堂前,,34.697168,133.96858,224_05,http://unobus.bustei.net/b.htm?T=0224,0,,
226_02,,湯迫,,34.698056,133.970953571429,226_02,http://unobus.bustei.net/b.htm?T=0226,0,,
226_05,,湯迫,,34.698021,133.970965,226_05,http://unobus.bustei.net/b.htm?T=0226,0,,
228_02,,湯迫東,,34.698241,133.974516,228_02,http://unobus.bustei.net/b.htm?T=0228,0,,
228_05,,湯迫東,,34.698241,133.974251,228_05,http://unobus.bustei.net/b.htm?T=0228,0,,
230_02,,東が丘西,,34.698081,133.975995714286,230_02,http://unobus.bustei.net/b.htm?T=0230,0,,
230_05,,東が丘西,,34.698031,133.97599,230_05,http://unobus.bustei.net/b.htm?T=0230,0,,
232_02,,東が丘団地入口,,34.697533,133.977755,232_02,http://unobus.bustei.net/b.htm?T=0232,0,,
232_05,,東が丘団地入口,,34.697533,133.977581,232_05,http://unobus.bustei.net/b.htm?T=0232,0,,
234_02,,東が丘団地,,34.69975,133.97891,234_02,http://unobus.bustei.net/b.htm?T=0234,0,,
234_05,,東が丘団地,,34.699653,133.979149,234_05,http://unobus.bustei.net/b.htm?T=0234,0,,
236_02,,東が丘団地中,,34.699247,133.980865,236_02,http://unobus.bustei.net/b.htm?T=0236,0,,
236_05,,東が丘団地中,,34.69927,133.980634,236_05,http://unobus.bustei.net/b.htm?T=0236,0,,
238_02,,四御神西,,34.698273,133.98189,238_02,http://unobus.bustei.net/b.htm?T=0238,0,,
238_05,,四御神西,,34.698317,133.98178,238_05,http://unobus.bustei.net/b.htm?T=0238,0,,
240_02,,四御神上,,34.696698,133.982055714286,240_02,http://unobus.bustei.net/b.htm?T=0240,0,,
240_05,,四御神上,,34.696708,133.98201,240_05,http://unobus.bustei.net/b.htm?T=0240,0,,
242_02,,四御神,,34.695075,133.982051,242_02,http://unobus.bustei.net/b.htm?T=0242,0,,
242_05,,四御神,,34.69511,133.981989,242_05,http://unobus.bustei.net/b.htm?T=0242,0,,
244_02,,竜の口ｺﾐｭﾆﾃｨﾊｳｽ入口,,34.693568,133.981596428571,244_02,http://unobus.bustei.net/b.htm?T=0244,0,,
244_05,,竜の口ｺﾐｭﾆﾃｨﾊｳｽ入口,,34.694044,133.981572,244_05,http://unobus.bustei.net/b.htm?T=0244,0,,
246_02,,四御神南,,34.692442,133.981605,246_02,http://unobus.bustei.net/b.htm?T=0246,0,,
246_05,,四御神南,,34.692512,133.981579428571,246_05,http://unobus.bustei.net/b.htm?T=0246,0,,
248_05,,四御神車庫,,34.691699,133.981635,248_05,http://unobus.bustei.net/b.htm?T=0248,0,,
248_09,,四御神車庫,,34.6916050539048,133.981699347496,248_09,http://unobus.bustei.net/b.htm?T=0248,0,,
249_05,,四御神車庫(東岡山),,34.691699,133.981635,249_05,http://unobus.bustei.net/b.htm?T=0249,0,,
249_09,,四御神車庫(東岡山),,34.6916468215537,133.981649901728,249_09,http://unobus.bustei.net/b.htm?T=0249,0,,
306_03,,岡山駅前・中銀前,,34.665419,133.920933714286,306_03,http://unobus.bustei.net/b.htm?T=0306,0,,
310_04,,県民局入口,,34.669684,133.926161714286,310_04,http://unobus.bustei.net/b.htm?T=0310,0,,
311_04,,岡電柳川,,34.666909,133.926147428571,311_04,http://unobus.bustei.net/b.htm?T=0311,0,,
312_04,,番町口,,34.672098,133.926259,312_04,http://unobus.bustei.net/b.htm?T=0312,0,,
312_05,,番町口,,34.672257,133.926417,312_05,http://unobus.bustei.net/b.htm?T=0312,0,,
314_04,,南方交番前,,34.67469,133.926302714286,314_04,http://unobus.bustei.net/b.htm?T=0314,0,,
314_05,,南方交番前,,34.674584,133.926397,314_05,http://unobus.bustei.net/b.htm?T=0314,0,,
316_04,,長泉寺,,34.677644,133.927892142857,316_04,http://unobus.bustei.net/b.htm?T=0316,0,,
316_05,,長泉寺,,34.677643,133.928070285714,316_05,http://unobus.bustei.net/b.htm?T=0316,0,,
318_04,,大和町,,34.679806,133.928213428571,318_04,http://unobus.bustei.net/b.htm?T=0318,0,,
318_05,,大和町,,34.679429,133.928300857143,318_05,http://unobus.bustei.net/b.htm?T=0318,0,,
319_04,,御野校前,,34.682911,133.928289142857,319_04,http://unobus.bustei.net/b.htm?T=0319,0,,
319_05,,御野校前,,34.682706,133.928367,319_05,http://unobus.bustei.net/b.htm?T=0319,0,,
320_04,,法界院駅前,,34.685329,133.928408571429,320_04,http://unobus.bustei.net/b.htm?T=0320,0,,
320_05,,法界院駅前,,34.685423,133.928522857143,320_05,http://unobus.bustei.net/b.htm?T=0320,0,,
322_04,,植物園口,,34.688737,133.931694714286,322_04,http://unobus.bustei.net/b.htm?T=0322,0,,
322_05,,植物園口,,34.688663,133.931680857143,322_05,http://unobus.bustei.net/b.htm?T=0322,0,,
324_04,,水源池,,34.690871,133.934496714286,324_04,http://unobus.bustei.net/b.htm?T=0324,0,,
324_05,,水源池,,34.690974,133.934734857143,324_05,http://unobus.bustei.net/b.htm?T=0324,0,,
326_04,,三野,,34.693359,133.938358857143,326_04,http://unobus.bustei.net/b.htm?T=0326,0,,
326_05,,三野,,34.693402,133.938597142857,326_05,http://unobus.bustei.net/b.htm?T=0326,0,,
328_04,,江川,,34.700076,133.943411,328_04,http://unobus.bustei.net/b.htm?T=0328,0,,
328_05,,江川,,34.700292,133.943616142857,328_05,http://unobus.bustei.net/b.htm?T=0328,0,,
330_04,,原,,34.706444,133.946611428571,330_04,http://unobus.bustei.net/b.htm?T=0330,0,,
330_05,,原,,34.706216,133.946779,330_05,http://unobus.bustei.net/b.htm?T=0330,0,,
332_04,,金山口,,34.712506,133.952341857143,332_04,http://unobus.bustei.net/b.htm?T=0332,0,,
332_05,,金山口,,34.711547,133.951527714286,332_05,http://unobus.bustei.net/b.htm?T=0332,0,,
334_04,,玉柏,,34.71502,133.961932,334_04,http://unobus.bustei.net/b.htm?T=0334,0,,
334_05,,玉柏,,34.714915,133.962099857143,334_05,http://unobus.bustei.net/b.htm?T=0334,0,,
336_04,,大原橋,,34.717013,133.967315714286,336_04,http://unobus.bustei.net/b.htm?T=0336,0,,
336_05,,大原橋,,34.717745,133.968351857143,336_05,http://unobus.bustei.net/b.htm?T=0336,0,,
338_04,,大原,,34.716961,133.973819142857,338_04,http://unobus.bustei.net/b.htm?T=0338,0,,
338_05,,大原,,34.71727,133.974036,338_05,http://unobus.bustei.net/b.htm?T=0338,0,,
340_04,,牟佐下,,34.722427,133.975714857143,340_04,http://unobus.bustei.net/b.htm?T=0340,0,,
340_05,,牟佐下,,34.722536,133.975956571428,340_05,http://unobus.bustei.net/b.htm?T=0340,0,,
342_04,,牟佐上,,34.725049,133.980642,342_04,http://unobus.bustei.net/b.htm?T=0342,0,,
342_05,,牟佐上,,34.724912,133.980551,342_05,http://unobus.bustei.net/b.htm?T=0342,0,,
343_04,,岡山東部脳神経外科病院前,,34.725741,133.982005,343_04,http://unobus.bustei.net/b.htm?T=0343,0,,
343_05,,岡山東部脳神経外科病院前,,34.725717,133.982102,343_05,http://unobus.bustei.net/b.htm?T=0343,0,,
344_04,,黒田団地,,34.727395,133.985202,344_04,http://unobus.bustei.net/b.htm?T=0344,0,,
344_05,,黒田団地,,34.727012,133.984814857143,344_05,http://unobus.bustei.net/b.htm?T=0344,0,,
348_04,,馬屋下,,34.732132,133.992256,348_04,http://unobus.bustei.net/b.htm?T=0348,0,,
348_05,,馬屋下,,34.731951,133.992171,348_05,http://unobus.bustei.net/b.htm?T=0348,0,,
350_04,,馬屋,,34.734371,133.996787428571,350_04,http://unobus.bustei.net/b.htm?T=0350,0,,
350_05,,馬屋,,34.733571,133.995643142857,350_05,http://unobus.bustei.net/b.htm?T=0350,0,,
351_04,,新道穂崎下,,34.737143,134.003285,351_04,http://unobus.bustei.net/b.htm?T=0351,0,,
351_05,,新道穂崎下,,34.736758,134.001362285714,351_05,http://unobus.bustei.net/b.htm?T=0351,0,,
352_04,,岩田,,34.739367,134.006393714286,352_04,http://unobus.bustei.net/b.htm?T=0352,0,,
352_05,,岩田,,34.739223,134.006486714286,352_05,http://unobus.bustei.net/b.htm?T=0352,0,,
353_04,,新道穂崎,,34.737466,134.006373,353_04,http://unobus.bustei.net/b.htm?T=0353,0,,
353_05,,新道穂崎,,34.737077,134.006228,353_05,http://unobus.bustei.net/b.htm?T=0353,0,,
514_05,,駅前町,,34.667497,133.9197,514_05,http://unobus.bustei.net/b.htm?T=0514,0,,
516_05,,裁判所前,,34.671127,133.923807,516_05,http://unobus.bustei.net/b.htm?T=0516,0,,
552_04,,白鷺団地,,34.729062,133.987542571429,552_04,http://unobus.bustei.net/b.htm?T=0552,0,,
552_05,,白鷺団地,,34.728679,133.987102428571,552_05,http://unobus.bustei.net/b.htm?T=0552,0,,
560_04,,山陽団地西１番,,34.743114,134.004450714286,560_04,http://unobus.bustei.net/b.htm?T=0560,0,,
560_05,,山陽団地西１番,,34.743148,134.004777,560_05,http://unobus.bustei.net/b.htm?T=0560,0,,
562_04,,山陽団地西２番,,34.743962,134.003058428571,562_04,http://unobus.bustei.net/b.htm?T=0562,0,,
562_05,,山陽団地西２番,,34.744072,134.003007,562_05,http://unobus.bustei.net/b.htm?T=0562,0,,
564_04,,山陽団地西３番,,34.745793,134.001436,564_04,http://unobus.bustei.net/b.htm?T=0564,0,,
564_05,,山陽団地西３番,,34.745918,134.001487142857,564_05,http://unobus.bustei.net/b.htm?T=0564,0,,
566_04,,足王神社口,,34.748155,134.001592285714,566_04,http://unobus.bustei.net/b.htm?T=0566,0,,
566_05,,足王神社口,,34.747799,134.001605,566_05,http://unobus.bustei.net/b.htm?T=0566,0,,
568_04,,山陽団地西４番,,34.749319,134.001645285714,568_04,http://unobus.bustei.net/b.htm?T=0568,0,,
568_05,,山陽団地西４番,,34.749208,134.001669,568_05,http://unobus.bustei.net/b.htm?T=0568,0,,
570_04,,山陽団地西５番,,34.7518,134.002598285714,570_04,http://unobus.bustei.net/b.htm?T=0570,0,,
570_05,,山陽団地西５番,,34.751348,134.002512,570_05,http://unobus.bustei.net/b.htm?T=0570,0,,
572_04,,山陽団地西６番,,34.752571,134.003650571429,572_04,http://unobus.bustei.net/b.htm?T=0572,0,,
572_05,,山陽団地西６番,,34.752531,134.004025,572_05,http://unobus.bustei.net/b.htm?T=0572,0,,
574_04,,山陽団地西７番,,34.752609,134.005902714286,574_04,http://unobus.bustei.net/b.htm?T=0574,0,,
